id,title,abstract,categories,authors,published_date,updated_date
2503.16040v1,"Evaluating Test-Time Scaling LLMs for Legal Reasoning: OpenAI o1, DeepSeek-R1, and Beyond","Recently, Test-Time Scaling Large Language Models (LLMs), such as DeepSeek-R1
and OpenAI o1, have demonstrated exceptional capabilities across various
domains and tasks, particularly in reasoning. While these models have shown
impressive performance on general language tasks, their effectiveness in
specialized fields like legal remains unclear. To address this, we present a
preliminary evaluation of LLMs in various legal scenarios, covering both
Chinese and English legal tasks. Our analysis includes 9 LLMs and 17 legal
tasks, with a focus on newly published and more complex challenges such as
multi-defendant legal judgments and legal argument reasoning. Our findings
indicate that, despite DeepSeek-R1 and OpenAI o1 being among the most powerful
models, their legal reasoning capabilities are still lacking. Specifically,
these models score below 80\% on seven Chinese legal reasoning tasks and below
80\% on two English legal reasoning tasks. This suggests that, even among the
most advanced reasoning models, legal reasoning abilities remain
underdeveloped.",['cs.CL'],"['Yaoyao Yu', 'Leilei Gan', 'Yinghao Hu', 'Bin Wei', 'Kun Kuang', 'Fei Wu']",2025-03-20,2025-03-20
2503.16036v1,Hybrid-Level Instruction Injection for Video Token Compression in Multi-modal Large Language Models,"Recent Multi-modal Large Language Models (MLLMs) have been challenged by the
computational overhead resulting from massive video frames, often alleviated
through compression strategies. However, the visual content is not equally
contributed to user instructions, existing strategies (\eg, average pool)
inevitably lead to the loss of potentially useful information. To tackle this,
we propose the Hybrid-level Instruction Injection Strategy for Conditional
Token Compression in MLLMs (HICom), utilizing the instruction as a condition to
guide the compression from both local and global levels. This encourages the
compression to retain the maximum amount of user-focused information while
reducing visual tokens to minimize computational burden. Specifically, the
instruction condition is injected into the grouped visual tokens at the local
level and the learnable tokens at the global level, and we conduct the
attention mechanism to complete the conditional compression. From the
hybrid-level compression, the instruction-relevant visual parts are highlighted
while the temporal-spatial structure is also preserved for easier understanding
of LLMs. To further unleash the potential of HICom, we introduce a new
conditional pre-training stage with our proposed dataset HICom-248K.
Experiments show that our HICom can obtain distinguished video understanding
ability with fewer tokens, increasing the performance by 2.43\% average on
three multiple-choice QA benchmarks and saving 78.8\% tokens compared with the
SOTA method. The code is available at https://github.com/lntzm/HICom.","['cs.CV', 'cs.AI', 'cs.CL']","['Zhihang Liu', 'Chen-Wei Xie', 'Pandeng Li', 'Liming Zhao', 'Longxiang Tang', 'Yun Zheng', 'Chuanbin Liu', 'Hongtao Xie']",2025-03-20,2025-03-20
2503.16032v1,Agentic Keyframe Search for Video Question Answering,"Video question answering (VideoQA) enables machines to extract and comprehend
key information from videos through natural language interaction, which is a
critical step towards achieving intelligence. However, the demand for a
thorough understanding of videos and high computational costs still limit the
widespread applications of VideoQA. To address it, we propose Agentic Keyframe
Search (AKeyS), a simple yet powerful algorithm for identifying keyframes in
the VideoQA task. It can effectively distinguish key information from
redundant, irrelevant content by leveraging modern language agents to direct
classical search algorithms. Specifically, we first segment the video and
organize it as a tree structure. Then, AKeyS uses a language agent to estimate
heuristics and movement costs while dynamically expanding nodes. Finally, the
agent determines if sufficient keyframes have been collected based on
termination conditions and provides answers. Extensive experiments on the
EgoSchema and NExT-QA datasets show that AKeyS outperforms all previous methods
with the highest keyframe searching efficiency, which means it can accurately
identify key information and conduct effective visual reasoning with minimal
computational overhead. For example, on the EgoSchema subset, it achieves 1.8%
higher accuracy while processing only 43.5% of the frames compared to
VideoTree. We believe that AKeyS represents a significant step towards building
intelligent agents for video understanding. The code is publicly available at
https://github.com/fansunqi/AKeyS.",['cs.CV'],"['Sunqi Fan', 'Meng-Hao Guo', 'Shuojin Yang']",2025-03-20,2025-03-20
2503.16031v1,Deceptive Humor: A Synthetic Multilingual Benchmark Dataset for Bridging Fabricated Claims with Humorous Content,"This paper presents the Deceptive Humor Dataset (DHD), a novel resource for
studying humor derived from fabricated claims and misinformation. In an era of
rampant misinformation, understanding how humor intertwines with deception is
essential. DHD consists of humor-infused comments generated from false
narratives, incorporating fabricated claims and manipulated information using
the ChatGPT-4o model. Each instance is labeled with a Satire Level, ranging
from 1 for subtle satire to 3 for high-level satire and classified into five
distinct Humor Categories: Dark Humor, Irony, Social Commentary, Wordplay, and
Absurdity. The dataset spans multiple languages including English, Telugu,
Hindi, Kannada, Tamil, and their code-mixed variants (Te-En, Hi-En, Ka-En,
Ta-En), making it a valuable multilingual benchmark. By introducing DHD, we
establish a structured foundation for analyzing humor in deceptive contexts,
paving the way for a new research direction that explores how humor not only
interacts with misinformation but also influences its perception and spread. We
establish strong baselines for the proposed dataset, providing a foundation for
future research to benchmark and advance deceptive humor detection models.",['cs.CL'],"['Sai Kartheek Reddy Kasu', 'Shankar Biradar', 'Sunil Saumya']",2025-03-20,2025-03-20
2503.16025v1,Single Image Iterative Subject-driven Generation and Editing,"Personalizing image generation and editing is particularly challenging when
we only have a few images of the subject, or even a single image. A common
approach to personalization is concept learning, which can integrate the
subject into existing models relatively quickly, but produces images whose
quality tends to deteriorate quickly when the number of subject images is
small. Quality can be improved by pre-training an encoder, but training
restricts generation to the training distribution, and is time consuming. It is
still an open hard challenge to personalize image generation and editing from a
single image without training. Here, we present SISO, a novel, training-free
approach based on optimizing a similarity score with an input subject image.
More specifically, SISO iteratively generates images and optimizes the model
based on loss of similarity with the given subject image until a satisfactory
level of similarity is achieved, allowing plug-and-play optimization to any
image generator. We evaluated SISO in two tasks, image editing and image
generation, using a diverse data set of personal subjects, and demonstrate
significant improvements over existing methods in image quality, subject
fidelity, and background preservation.","['cs.CV', 'cs.AI']","['Yair Shpitzer', 'Gal Chechik', 'Idan Schwartz']",2025-03-20,2025-03-20
2503.16024v1,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,"Large language models (LLMs) have recently transformed from text-based
assistants to autonomous agents capable of planning, reasoning, and iteratively
improving their actions. While numerical reward signals and verifiers can
effectively rank candidate actions, they often provide limited contextual
guidance. In contrast, natural language feedback better aligns with the
generative capabilities of LLMs, providing richer and more actionable
suggestions. However, parsing and implementing this feedback effectively can be
challenging for LLM-based agents. In this work, we introduce Critique-Guided
Improvement (CGI), a novel two-player framework, comprising an actor model that
explores an environment and a critic model that generates detailed nature
language feedback. By training the critic to produce fine-grained assessments
and actionable revisions, and the actor to utilize these critiques, our
approach promotes more robust exploration of alternative strategies while
avoiding local optima. Experiments in three interactive environments show that
CGI outperforms existing baselines by a substantial margin. Notably, even a
small critic model surpasses GPT-4 in feedback quality. The resulting actor
achieves state-of-the-art performance, demonstrating the power of explicit
iterative guidance to enhance decision-making in LLM-based agents.","['cs.CL', 'cs.AI']","['Ruihan Yang', 'Fanghua Ye', 'Jian Li', 'Siyu Yuan', 'Yikai Zhang', 'Zhaopeng Tu', 'Xiaolong Li', 'Deqing Yang']",2025-03-20,2025-03-20
2503.16022v1,Corrective In-Context Learning: Evaluating Self-Correction in Large Language Models,"In-context learning (ICL) has transformed the use of large language models
(LLMs) for NLP tasks, enabling few-shot learning by conditioning on labeled
examples without finetuning. Despite its effectiveness, ICL is prone to errors,
especially for challenging examples. With the goal of improving the performance
of ICL, we propose corrective in-context learning (CICL), an approach that
incorporates a model's incorrect predictions alongside ground truth corrections
into the prompt, aiming to enhance classification accuracy through
self-correction. However, contrary to our hypothesis, extensive experiments on
text classification tasks demonstrate that CICL consistently underperforms
standard ICL, with performance degrading as the proportion of corrections in
the prompt increases. Our findings indicate that CICL introduces confusion by
disrupting the model's task understanding, rather than refining its
predictions. Additionally, we observe that presenting harder examples in
standard ICL does not improve performance, suggesting that example difficulty
alone may not be a reliable criterion for effective selection. By presenting
these negative results, we provide important insights into the limitations of
self-corrective mechanisms in LLMs and offer directions for future research.",['cs.CL'],"['Mario Sanz-Guerrero', 'Katharina von der Wense']",2025-03-20,2025-03-20
2503.16021v2,Autonomous AI imitators increase diversity in homogeneous information ecosystems,"Recent breakthroughs in large language models (LLMs) have facilitated
autonomous AI agents capable of imitating human-generated content. This
technological advancement raises fundamental questions about AI's impact on the
diversity and democratic value of information ecosystems. We introduce a
large-scale simulation framework to examine AI-based imitation within news, a
context crucial for public discourse. By systematically testing two distinct
imitation strategies across a range of information environments varying in
initial diversity, we demonstrate that AI-generated articles do not uniformly
homogenize content. Instead, AI's influence is strongly context-dependent:
AI-generated content can introduce valuable diversity in originally homogeneous
news environments but diminish diversity in initially heterogeneous contexts.
These results illustrate that the initial diversity of an information
environment critically shapes AI's impact, challenging assumptions that
AI-driven imitation uniformly threatens diversity. Instead, when information is
initially homogeneous, AI-driven imitation can expand perspectives, styles, and
topics. This is especially important in news contexts, where information
diversity fosters richer public debate by exposing citizens to alternative
viewpoints, challenging biases, and preventing narrative monopolies, which is
essential for a resilient democracy.","['cs.CY', 'cs.AI', 'cs.CL', 'J.4']","['Emil Bakkensen Johansen', 'Oliver Baumann']",2025-03-20,2025-03-21
2503.16013v1,GraspCoT: Integrating Physical Property Reasoning for 6-DoF Grasping under Flexible Language Instructions,"Flexible instruction-guided 6-DoF grasping is a significant yet challenging
task for real-world robotic systems. Existing methods utilize the contextual
understanding capabilities of the large language models (LLMs) to establish
mappings between expressions and targets, allowing robots to comprehend users'
intentions in the instructions. However, the LLM's knowledge about objects'
physical properties remains underexplored despite its tight relevance to
grasping. In this work, we propose GraspCoT, a 6-DoF grasp detection framework
that integrates a Chain-of-Thought (CoT) reasoning mechanism oriented to
physical properties, guided by auxiliary question-answering (QA) tasks.
Particularly, we design a set of QA templates to enable hierarchical reasoning
that includes three stages: target parsing, physical property analysis, and
grasp action selection. Moreover, GraspCoT presents a unified multimodal LLM
architecture, which encodes multi-view observations of 3D scenes into 3D-aware
visual tokens, and then jointly embeds these visual tokens with CoT-derived
textual tokens within LLMs to generate grasp pose predictions. Furthermore, we
present IntentGrasp, a large-scale benchmark that fills the gap in public
datasets for multi-object grasp detection under diverse and indirect verbal
commands. Extensive experiments on IntentGrasp demonstrate the superiority of
our method, with additional validation in real-world robotic applications
confirming its practicality. Codes and data will be released.","['cs.RO', 'cs.CV']","['Xiaomeng Chu', 'Jiajun Deng', 'Guoliang You', 'Wei Liu', 'Xingchen Li', 'Jianmin Ji', 'Yanyong Zhang']",2025-03-20,2025-03-20
2503.16012v1,GazeSCRNN: Event-based Near-eye Gaze Tracking using a Spiking Neural Network,"This work introduces GazeSCRNN, a novel spiking convolutional recurrent
neural network designed for event-based near-eye gaze tracking. Leveraging the
high temporal resolution, energy efficiency, and compatibility of Dynamic
Vision Sensor (DVS) cameras with event-based systems, GazeSCRNN uses a spiking
neural network (SNN) to address the limitations of traditional gaze-tracking
systems in capturing dynamic movements. The proposed model processes event
streams from DVS cameras using Adaptive Leaky-Integrate-and-Fire (ALIF) neurons
and a hybrid architecture optimized for spatio-temporal data. Extensive
evaluations on the EV-Eye dataset demonstrate the model's accuracy in
predicting gaze vectors. In addition, we conducted ablation studies to reveal
the importance of the ALIF neurons, dynamic event framing, and training
techniques, such as Forward-Propagation-Through-Time, in enhancing overall
system performance. The most accurate model achieved a Mean Angle Error (MAE)
of 6.034{\deg} and a Mean Pupil Error (MPE) of 2.094 mm. Consequently, this
work is pioneering in demonstrating the feasibility of using SNNs for
event-based gaze tracking, while shedding light on critical challenges and
opportunities for further improvement.","['cs.CV', 'cs.NE']","['Stijn Groenen', 'Marzieh Hassanshahi Varposhti', 'Mahyar Shahsavari']",2025-03-20,2025-03-20
2503.16010v1,Patch-based learning of adaptive Total Variation parameter maps for blind image denoising,"We consider a patch-based learning approach defined in terms of neural
networks to estimate spatially adaptive regularisation parameter maps for image
denoising with weighted Total Variation and test it to situations when the
noise distribution is unknown. As an example, we consider situations where
noise could be either Gaussian or Poisson and perform preliminary model
selection by a standard binary classification network. Then, we define a
patch-based approach where at each image pixel an optimal weighting between TV
regularisation and the corresponding data fidelity is learned in a supervised
way using reference natural image patches upon optimisation of SSIM and in a
sliding window fashion. Extensive numerical results are reported for both noise
models, showing significant improvement w.r.t. results obtained by means of
optimal scalar regularisation.","['eess.IV', 'cs.LG', 'cs.NA', 'math.NA']","['Claudio Fantasia', 'Luca Calatroni', 'Xavier Descombes', 'Rim Rekik']",2025-03-20,2025-03-20
2503.16000v1,SenseExpo: Efficient Autonomous Exploration with Prediction Information from Lightweight Neural Networks,"This paper proposes SenseExpo, an efficient autonomous exploration framework
based on a lightweight prediction network, which addresses the limitations of
traditional methods in computational overhead and environmental generalization.
By integrating Generative Adversarial Networks (GANs), Transformer, and Fast
Fourier Convolution (FFC), we designed a lightweight prediction model with
merely 709k parameters. Our smallest model achieves better performance on the
KTH dataset than U-net (24.5M) and LaMa (51M), delivering PSNR 9.026 and SSIM
0.718, particularly representing a 38.7% PSNR improvement over the
51M-parameter LaMa model. Cross-domain testing demonstrates its strong
generalization capability, with an FID score of 161.55 on the HouseExpo
dataset, significantly outperforming comparable methods. Regarding exploration
efficiency, on the KTH dataset,SenseExpo demonstrates approximately a 67.9%
time reduction in exploration time compared to MapEx. On the MRPB 1.0 dataset,
SenseExpo achieves 77.1% time reduction roughly compared to MapEx. Deployed as
a plug-and-play ROS node, the framework seamlessly integrates with existing
navigation systems, providing an efficient solution for resource-constrained
devices.",['cs.CV'],"['Haojia Gao', 'Haohua Que', 'Hoiian Au', 'Weihao Shan', 'Mingkai Liu', 'Yusen Qin', 'Lei Mu', 'Rong Zhao', 'Xinghua Yang', 'Qi Wei', 'Fei Qiao']",2025-03-20,2025-03-20
2503.15997v1,Automating 3D Dataset Generation with Neural Radiance Fields,"3D detection is a critical task to understand spatial characteristics of the
environment and is used in a variety of applications including robotics,
augmented reality, and image retrieval. Training performant detection models
require diverse, precisely annotated, and large scale datasets that involve
complex and expensive creation processes. Hence, there are only few public 3D
datasets that are additionally limited in their range of classes. In this work,
we propose a pipeline for automatic generation of 3D datasets for arbitrary
objects. By utilizing the universal 3D representation and rendering
capabilities of Radiance Fields, our pipeline generates high quality 3D models
for arbitrary objects. These 3D models serve as input for a synthetic dataset
generator. Our pipeline is fast, easy to use and has a high degree of
automation. Our experiments demonstrate, that 3D pose estimation networks,
trained with our generated datasets, archive strong performance in typical
application scenarios.",['cs.CV'],"['P. Schulz', 'T. Hempel', 'A. Al-Hamadi']",2025-03-20,2025-03-20
2503.15996v1,Animating the Uncaptured: Humanoid Mesh Animation with Video Diffusion Models,"Animation of humanoid characters is essential in various graphics
applications, but requires significant time and cost to create realistic
animations. We propose an approach to synthesize 4D animated sequences of input
static 3D humanoid meshes, leveraging strong generalized motion priors from
generative video models -- as such video models contain powerful motion
information covering a wide variety of human motions. From an input static 3D
humanoid mesh and a text prompt describing the desired animation, we synthesize
a corresponding video conditioned on a rendered image of the 3D mesh. We then
employ an underlying SMPL representation to animate the corresponding 3D mesh
according to the video-generated motion, based on our motion optimization. This
enables a cost-effective and accessible solution to enable the synthesis of
diverse and realistic 4D animations.","['cs.GR', 'cs.CV']","['Marc Benedí San Millán', 'Angela Dai', 'Matthias Nießner']",2025-03-20,2025-03-20
2503.16577v1,Feature selection strategies for optimized heart disease diagnosis using ML and DL models,"Heart disease remains one of the leading causes of morbidity and mortality
worldwide, necessitating the development of effective diagnostic tools to
enable early diagnosis and clinical decision-making. This study evaluates the
impact of feature selection techniques Mutual Information (MI), Analysis of
Variance (ANOVA), and Chi-Square on the predictive performance of various
machine learning (ML) and deep learning (DL) models using a dataset of clinical
indicators for heart disease. Eleven ML/DL models were assessed using metrics
such as precision, recall, AUC score, F1-score, and accuracy. Results indicate
that MI outperformed other methods, particularly for advanced models like
neural networks, achieving the highest accuracy of 82.3% and recall score of
0.94. Logistic regression (accuracy 82.1%) and random forest (accuracy 80.99%)
also demonstrated improved performance with MI. Simpler models such as Naive
Bayes and decision trees achieved comparable results with ANOVA and Chi-Square,
yielding accuracies of 76.45% and 75.99%, respectively, making them
computationally efficient alternatives. Conversely, k Nearest Neighbors (KNN)
and Support Vector Machines (SVM) exhibited lower performance, with accuracies
ranging between 51.52% and 54.43%, regardless of the feature selection method.
This study provides a comprehensive comparison of feature selection methods for
heart disease prediction, demonstrating the critical role of feature selection
in optimizing model performance. The results offer practical guidance for
selecting appropriate feature selection techniques based on the chosen
classification algorithm, contributing to the development of more accurate and
efficient diagnostic tools for enhanced clinical decision-making in cardiology.","['cs.LG', 'cs.AI']","['Bilal Ahmad', 'Jinfu Chen', 'Haibao Chen']",2025-03-20,2025-03-20
2503.15990v1,ECKGBench: Benchmarking Large Language Models in E-commerce Leveraging Knowledge Graph,"Large language models (LLMs) have demonstrated their capabilities across
various NLP tasks. Their potential in e-commerce is also substantial, evidenced
by practical implementations such as platform search, personalized
recommendations, and customer service. One primary concern associated with LLMs
is their factuality (e.g., hallucination), which is urgent in e-commerce due to
its significant impact on user experience and revenue. Despite some methods
proposed to evaluate LLMs' factuality, issues such as lack of reliability, high
consumption, and lack of domain expertise leave a gap between effective
assessment in e-commerce. To bridge the evaluation gap, we propose ECKGBench, a
dataset specifically designed to evaluate the capacities of LLMs in e-commerce
knowledge. Specifically, we adopt a standardized workflow to automatically
generate questions based on a large-scale knowledge graph, guaranteeing
sufficient reliability. We employ the simple question-answering paradigm,
substantially improving the evaluation efficiency by the least input and output
tokens. Furthermore, we inject abundant e-commerce expertise in each evaluation
stage, including human annotation, prompt design, negative sampling, and
verification. Besides, we explore the LLMs' knowledge boundaries in e-commerce
from a novel perspective. Through comprehensive evaluations of several advanced
LLMs on ECKGBench, we provide meticulous analysis and insights into leveraging
LLMs for e-commerce.",['cs.CL'],"['Langming Liu', 'Haibin Chen', 'Yuhao Wang', 'Yujin Yuan', 'Shilei Liu', 'Wenbo Su', 'Xiangyu Zhao', 'Bo Zheng']",2025-03-20,2025-03-20
2503.16575v1,"Extract, Match, and Score: An Evaluation Paradigm for Long Question-context-answer Triplets in Financial Analysis","The rapid advancement of large language models (LLMs) has sparked widespread
adoption across diverse applications, making robust evaluation frameworks
crucial for assessing their performance. While conventional evaluation metrics
remain applicable for shorter texts, their efficacy diminishes when evaluating
the quality of long-form answers. This limitation is particularly critical in
real-world scenarios involving extended questions, extensive context, and
long-form answers, such as financial analysis or regulatory compliance. In this
paper, we use a practical financial use case to illustrate applications that
handle ""long question-context-answer triplets"". We construct a real-world
financial dataset comprising long triplets and demonstrate the inadequacies of
traditional metrics. To address this, we propose an effective Extract, Match,
and Score (EMS) evaluation approach tailored to the complexities of long-form
LLMs' outputs, providing practitioners with a reliable methodology for
assessing LLMs' performance in complex real-world scenarios.","['cs.CL', 'cs.AI']","['Bo Hu', 'Han Yuan', 'Vlad Pandelea', 'Wuqiong Luo', 'Yingzhu Zhao', 'Zheng Ma']",2025-03-20,2025-03-20
2503.15986v1,SpiLiFormer: Enhancing Spiking Transformers with Lateral Inhibition,"Spiking Neural Networks (SNNs) based on Transformers have garnered
significant attention due to their superior performance and high energy
efficiency. However, the spiking attention modules of most existing
Transformer-based SNNs are adapted from those of analog Transformers, failing
to fully address the issue of over-allocating attention to irrelevant contexts.
To fix this fundamental yet overlooked issue, we propose a Lateral
Inhibition-inspired Spiking Transformer (SpiLiFormer). It emulates the brain's
lateral inhibition mechanism, guiding the model to enhance attention to
relevant tokens while suppressing attention to irrelevant ones. Our model
achieves state-of-the-art (SOTA) performance across multiple datasets,
including CIFAR-10 (+0.45%), CIFAR-100 (+0.48%), CIFAR10-DVS (+2.70%),
N-Caltech101 (+1.94%), and ImageNet-1K (+1.6%). Notably, on the ImageNet-1K
dataset, SpiLiFormer (69.9M parameters, 4 time steps, 384 resolution)
outperforms E-SpikeFormer (173.0M parameters, 8 time steps, 384 resolution), a
SOTA spiking Transformer, by 0.46% using only 39% of the parameters and half
the time steps. Our code and training checkpoints will be released upon
acceptance.","['cs.NE', 'cs.CV']","['Zeqi Zheng', 'Yanchen Huang', 'Yingchao Yu', 'Zizheng Zhu', 'Junfeng Tang', 'Zhaofei Yu', 'Yaochu Jin']",2025-03-20,2025-03-20
2503.15985v1,Exploring the Reliability of Self-explanation and its Relationship with Classification in Language Model-driven Financial Analysis,"Language models (LMs) have exhibited exceptional versatility in reasoning and
in-depth financial analysis through their proprietary information processing
capabilities. Previous research focused on evaluating classification
performance while often overlooking explainability or pre-conceived that
refined explanation corresponds to higher classification accuracy. Using a
public dataset in finance domain, we quantitatively evaluated self-explanations
by LMs, focusing on their factuality and causality. We identified the
statistically significant relationship between the accuracy of classifications
and the factuality or causality of self-explanations. Our study built an
empirical foundation for approximating classification confidence through
self-explanations and for optimizing classification via proprietary reasoning.",['cs.AI'],"['Han Yuan', 'Li Zhang', 'Zheng Ma']",2025-03-20,2025-03-20
2503.16573v1,AUV Acceleration Prediction Using DVL and Deep Learning,"Autonomous underwater vehicles (AUVs) are essential for various applications,
including oceanographic surveys, underwater mapping, and infrastructure
inspections. Accurate and robust navigation are critical to completing these
tasks. To this end, a Doppler velocity log (DVL) and inertial sensors are fused
together. Recently, a model-based approach demonstrated the ability to extract
the vehicle acceleration vector from DVL velocity measurements. Motivated by
this advancement, in this paper we present an end-to-end deep learning approach
to estimate the AUV acceleration vector based on past DVL velocity
measurements. Based on recorded data from sea experiments, we demonstrate that
the proposed method improves acceleration vector estimation by more than 65%
compared to the model-based approach by using data-driven techniques. As a
result of our data-driven approach, we can enhance navigation accuracy and
reliability in AUV applications, contributing to more efficient and effective
underwater missions through improved accuracy and reliability.","['cs.RO', 'cs.AI']","['Yair Stolero', 'Itzik Klein']",2025-03-20,2025-03-20
2503.15984v1,DIPLI: Deep Image Prior Lucky Imaging for Blind Astronomical Image Restoration,"Contemporary image restoration and super-resolution techniques effectively
harness deep neural networks, markedly outperforming traditional methods.
However, astrophotography presents unique challenges for deep learning due to
limited training data. This work explores hybrid strategies, such as the Deep
Image Prior (DIP) model, which facilitates blind training but is susceptible to
overfitting, artifact generation, and instability when handling noisy images.
We propose enhancements to the DIP model's baseline performance through several
advanced techniques. First, we refine the model to process multiple frames
concurrently, employing the Back Projection method and the TVNet model. Next,
we adopt a Markov approach incorporating Monte Carlo estimation, Langevin
dynamics, and a variational input technique to achieve unbiased estimates with
minimal variance and counteract overfitting effectively. Collectively, these
modifications reduce the likelihood of noise learning and mitigate loss
function fluctuations during training, enhancing result stability. We validated
our algorithm across multiple image sets of astronomical and celestial objects,
achieving performance that not only mitigates limitations of Lucky Imaging, a
classical computer vision technique that remains a standard in astronomical
image reconstruction but surpasses the original DIP model, state of the art
transformer- and diffusion-based models, underscoring the significance of our
improvements.","['cs.CV', 'astro-ph.IM', 'cs.AI', 'eess.IV']","['Suraj Singh', 'Anastasia Batsheva', 'Oleg Y. Rogov', 'Ahmed Bouridane']",2025-03-20,2025-03-20
2503.15983v1,InhibiDistilbert: Knowledge Distillation for a ReLU and Addition-based Transformer,"This work explores optimizing transformer-based language models by
integrating model compression techniques with inhibitor attention, a novel
alternative attention mechanism. Inhibitor attention employs Manhattan
distances and ReLU activations instead of the matrix multiplications and
softmax activation of the conventional scaled dot-product attention. This shift
offers potential computational and energy savings while maintaining model
effectiveness. We propose further adjustments to improve the inhibitor
mechanism's training efficiency and evaluate its performance on the DistilBERT
architecture. Our knowledge distillation experiments indicate that the modified
inhibitor transformer model can achieve competitive performance on standard NLP
benchmarks, including General Language Understanding Evaluation (GLUE) and
sentiment analysis tasks.","['cs.CL', 'cs.AI', 'cs.LG', '68T50 (Primary) 68T07, 68Q32 (Secondary)', 'I.2.6; I.2.7; I.5.1']","['Tony Zhang', 'Rickard Brännvall']",2025-03-20,2025-03-20
2503.15979v1,Exploratory Study into Relations between Cognitive Distortions and Emotional Appraisals,"In recent years, there has been growing interest in studying cognitive
distortions and emotional appraisals from both computational and psychological
perspectives. Despite considerable similarities between emotional reappraisal
and cognitive reframing as emotion regulation techniques, these concepts have
largely been examined in isolation. This research explores the relationship
between cognitive distortions and emotional appraisal dimensions, examining
their potential connections and relevance for future interdisciplinary studies.
Under this pretext, we conduct an exploratory computational study, aimed at
investigating the relationship between cognitive distortion and emotional
appraisals. We show that the patterns of statistically significant
relationships between cognitive distortions and appraisal dimensions vary
across different distortion categories, giving rise to distinct appraisal
profiles for individual distortion classes. Additionally, we analyze the impact
of cognitive restructuring on appraisal dimensions, exemplifying the emotion
regulation aspect of cognitive restructuring.",['cs.CL'],"['Navneet Agarwal', 'Kairit Sirts']",2025-03-20,2025-03-20
2503.15978v1,A Survey on fMRI-based Brain Decoding for Reconstructing Multimodal Stimuli,"In daily life, we encounter diverse external stimuli, such as images, sounds,
and videos. As research in multimodal stimuli and neuroscience advances,
fMRI-based brain decoding has become a key tool for understanding brain
perception and its complex cognitive processes. Decoding brain signals to
reconstruct stimuli not only reveals intricate neural mechanisms but also
drives progress in AI, disease treatment, and brain-computer interfaces. Recent
advancements in neuroimaging and image generation models have significantly
improved fMRI-based decoding. While fMRI offers high spatial resolution for
precise brain activity mapping, its low temporal resolution and signal noise
pose challenges. Meanwhile, techniques like GANs, VAEs, and Diffusion Models
have enhanced reconstructed image quality, and multimodal pre-trained models
have boosted cross-modal decoding tasks. This survey systematically reviews
recent progress in fMRI-based brain decoding, focusing on stimulus
reconstruction from passive brain signals. It summarizes datasets, relevant
brain regions, and categorizes existing methods by model structure.
Additionally, it evaluates model performance and discusses their effectiveness.
Finally, it identifies key challenges and proposes future research directions,
offering valuable insights for the field. For more information and resources
related to this survey, visit https://github.com/LpyNow/BrainDecodingImage.",['cs.CV'],"['Pengyu Liu', 'Guohua Dong', 'Dan Guo', 'Kun Li', 'Fengling Li', 'Xun Yang', 'Meng Wang', 'Xiaomin Ying']",2025-03-20,2025-03-20
2503.15975v1,Acc3D: Accelerating Single Image to 3D Diffusion Models via Edge Consistency Guided Score Distillation,"We present Acc3D to tackle the challenge of accelerating the diffusion
process to generate 3D models from single images. To derive high-quality
reconstructions through few-step inferences, we emphasize the critical issue of
regularizing the learning of score function in states of random noise. To this
end, we propose edge consistency, i.e., consistent predictions across the high
signal-to-noise ratio region, to enhance a pre-trained diffusion model,
enabling a distillation-based refinement of the endpoint score function.
Building on those distilled diffusion models, we propose an adversarial
augmentation strategy to further enrich the generation detail and boost overall
generation quality. The two modules complement each other, mutually reinforcing
to elevate generative performance. Extensive experiments demonstrate that our
Acc3D not only achieves over a $20\times$ increase in computational efficiency
but also yields notable quality improvements, compared to the
state-of-the-arts.",['cs.CV'],"['Kendong Liu', 'Zhiyu Zhu', 'Hui Liu', 'Junhui Hou']",2025-03-20,2025-03-20
2503.15973v1,STOP: Integrated Spatial-Temporal Dynamic Prompting for Video Understanding,"Pre-trained on tremendous image-text pairs, vision-language models like CLIP
have demonstrated promising zero-shot generalization across numerous
image-based tasks. However, extending these capabilities to video tasks remains
challenging due to limited labeled video data and high training costs. Recent
video prompting methods attempt to adapt CLIP for video tasks by introducing
learnable prompts, but they typically rely on a single static prompt for all
video sequences, overlooking the diverse temporal dynamics and spatial
variations that exist across frames. This limitation significantly hinders the
model's ability to capture essential temporal information for effective video
understanding. To address this, we propose an integrated Spatial-TempOral
dynamic Prompting (STOP) model which consists of two complementary modules, the
intra-frame spatial prompting and inter-frame temporal prompting. Our
intra-frame spatial prompts are designed to adaptively highlight discriminative
regions within each frame by leveraging intra-frame attention and temporal
variation, allowing the model to focus on areas with substantial temporal
dynamics and capture fine-grained spatial details. Additionally, to highlight
the varying importance of frames for video understanding, we further introduce
inter-frame temporal prompts, dynamically inserting prompts between frames with
high temporal variance as measured by frame similarity. This enables the model
to prioritize key frames and enhances its capacity to understand temporal
dependencies across sequences. Extensive experiments on various video
benchmarks demonstrate that STOP consistently achieves superior performance
against state-of-the-art methods. The code is available at
https://github.com/zhoujiahuan1991/CVPR2025-STOP.",['cs.CV'],"['Zichen Liu', 'Kunlun Xu', 'Bing Su', 'Xu Zou', 'Yuxin Peng', 'Jiahuan Zhou']",2025-03-20,2025-03-20
